licence_ref,description,licensee_name,trading_name,nominee_name,address_1,address_2,address_3,county,Full_address,latitude,longitude,g_address
S0180,Publican's Licence (7-Day Ordinary),Zeus Taverns Limited,Slattery's Public House,,"1,3, And 5 South Lotts Road",62 Grand Canal Street Upper,,Dublin 4,"Slattery's Public House, 1,3, And 5 South Lotts Road, 62 Grand Canal Street Upper, Dublin 4",53.3372738,-6.2342466,"62 Grand Canal Street Upper, Beggar's Bush, Dublin, D04 T295, Ireland"
S0173,Publican's Licence (7-Day Ordinary),Searsons Inns Limited,Searsons,,42-44 Upper Baggot Street,,,Dublin 4,"Searsons, 42-44 Upper Baggot Street, Dublin 4",53.3332656,-6.242967600000001,"42-44 Baggot Street Upper, Dublin 4, D04 V210, Ireland"
S0178,Publican's Licence (7-Day Ordinary),Donnybrook Inns Limited,Kielys Of Donnybrook,,Main Street/donnybrook Road (and Newly Constructed Premises,"Attatched/adjoining, Donnybrook",,Dublin 4,"Kielys Of Donnybrook, Main Street/donnybrook Road (and Newly Constructed Premises, Attatched/adjoining, Donnybrook, Dublin 4",53.322259,-6.2365679,"22 Donnybrook Rd, Dublin 4, Co. Dublin, D04 R6T3, Ireland"
S0213,Publican's Licence (7-Day Ordinary),O'connells Restaurant Ballsbridge Limited,Madigan's,,133/135 Morehampton Rd,"1 Belmont Ave, Rere 1a Belmont Ave",Donnybrook,Dublin 4,"Madigan's, 133/135 Morehampton Rd, 1 Belmont Ave, Rere 1a Belmont Ave, Donnybrook, Dublin 4",53.32268639999999,-6.2385704,"s, 1 Belmont Ave, Dublin 4, D04 X6P0, Ireland"
S3214,Publican's Licence (7-Day Ordinary),Shelbourne Greyhound Stadium Limited,Shelbourne Greyhound Stadium,,Shelbourne Park,South Lotts Road And Premises Attached,Donnybrook,Dublin 4,"Shelbourne Greyhound Stadium, Shelbourne Park, South Lotts Road And Premises Attached, Donnybrook, Dublin 4",53.3400026,-6.2321068,"S Lotts Rd, Dublin, Co. Dublin, Ireland"
S0165,Publican's Licence (7-Day Ordinary),Cormak Limited,The Merrion Inn,,188 190 & 192 Merrion Rd (& Enclosed Yard Att & Adj) &,New Extension Attached,Ballsbridge,Dublin 4,"The Merrion Inn, 188 190 & 192 Merrion Rd (& Enclosed Yard Att & Adj) &, New Extension Attached, Ballsbridge, Dublin 4",53.3184303,-6.211114100000001,"188 Merrion Rd, Dublin 4, Ireland"
S0212,Publican's Licence (7-Day Ordinary),Bernard Mccloskey Limited,Mccloskeys,Bernard Mccloskey,83/85 Morehampton Road,Donnybrook,,Dublin 4,"Mccloskeys, 83/85 Morehampton Road, Donnybrook, Dublin 4",53.32443869999999,-6.2404103,"83 Morehampton Rd, Dublin 4, Ireland"
S0185,Publican's Licence (7-Day Ordinary),Carsara Inns Limited,O'briens,,8/9 Sussex Terrace,Upper Leeson Street,,Dublin 4,"O'briens, 8/9 Sussex Terrace, Upper Leeson Street, Dublin 4",53.3313841,-6.2516186,"8-9 Sussex Terrace, Dublin 4, D04 KN82, Ireland"
S0155,Publican's Licence (7-Day Ordinary),Ray And Ethna O'keeffe,O'keeffe's,,7/8 Bath Street,Irishtown,,Dublin 4,"O'keeffe's, 7/8 Bath Street, Irishtown, Dublin 4",53.3396145,-6.2229892,"8-10 Bath St, Dublin, D04 TX06, Ireland"
S0167,Publican's Licence (7-Day Ordinary),Tp O'reilly (sandymount) Limited,O' Reilly,,5 Seafort Avenue,Sandymount,,Dublin 4,"O' Reilly, 5 Seafort Avenue, Sandymount, Dublin 4",53.3328637,-6.2152293,"5 Seafort Ave, Dublin 4, Ireland"
S0163,Publican's Licence (7-Day Ordinary),Mydex Limited,Paddy Cullens And Also Mary Macs,,14 Merrion Road (base Ground And Upper Floor) And,12 Merrion Road (upper Floor) And Newly Constructed Premises,Attatched And Adjoining Ballsbridge,Dublin 4,"Paddy Cullens And Also Mary Macs, 14 Merrion Road (base Ground And Upper Floor) And, 12 Merrion Road (upper Floor) And Newly Constructed Premises, Attatched And Adjoining Ballsbridge, Dublin 4",53.3290443,-6.2304058,"12 Merrion Rd, Dublin 4, Ireland"
S0162,Publican's Licence (7-Day Ordinary),John Treacy,Crowes,,10 Merrion Road,Ballsbridge,,Dublin 4,"Crowes, 10 Merrion Road, Ballsbridge, Dublin 4",53.3291123,-6.230480699999999,"10 Merrion Rd, Dublin 4, Ireland"
1003456,Publican's Licence (7-Day Ordinary),Eoghan Breathnach,The Shipwright,,16-20 Thorncastle Street,Ringsend,,Dublin 4,"The Shipwright, 16-20 Thorncastle Street, Ringsend, Dublin 4",53.3423627,-6.227697699999999,"16 Thorncastle St, Dublin, Co. Dublin City, Ireland"
S0166,Publican's Licence (7-Day Ordinary),Vincent Ryan,Sandymount House,,1 Sandymount Green,,,Dublin 4,"Sandymount House, 1 Sandymount Green, Dublin 4",53.3323703,-6.2152673,"1 Sandymount Green, Dublin 4, D04 PD83, Ireland"
1011804,Publican's Licence (7-Day Ordinary),Herbert Inns Limited,The Bridge 1859,,13 Ballsbirdge Terrace & Part Of Both 15 & 17 Ballsbridge Terrace,Extensions Attaching & Adjoining To Incorporate 11 Ballsbridge Terrace,,Dublin 4,"The Bridge 1859, 13 Ballsbirdge Terrace & Part Of Both 15 & 17 Ballsbridge Terrace, Extensions Attaching & Adjoining To Incorporate 11 Ballsbridge Terrace, Dublin 4",53.329262,-6.232083,"13 Ballsbridge Terrace, Dublin 4, Ireland"
S0175,Publican's Licence (7-Day Ordinary),Charlie And Millie Limited,The Chophouse,,1 Bath Avenue And 2 Shelbourne Road,Donnybrook,,Dublin 4,"The Chophouse, 1 Bath Avenue And 2 Shelbourne Road, Donnybrook, Dublin 4",53.33701,-6.234100199999999,"2 Shelbourne Rd, Dublin 4, Co. Dublin, D04 V4K0, Ireland"
S0157,Publican's Licence (7-Day Ordinary),Oarland Taverns Limited,The Oarsman,,8 Bridge Street,Ringsend,,Dublin 4,"The Oarsman, 8 Bridge Street, Ringsend, Dublin 4",53.341656,-6.22786,"8-10 Bridge St, Dublin 4, Ireland"
1010902,Publican's Licence (7-Day Ordinary),The Workman's Club Limited,Angelina's,,Part Ground Floor And Basement,50-58 Percy Place,,Dublin 4,"Angelina's, Part Ground Floor And Basement, 50-58 Percy Place, Dublin 4",53.3347095,-6.2442305,"55 Percy Pl, Dublin 4, D04 X0C1, Ireland"
S0158,Publican's Licence (7-Day Ordinary),Old Castle Tavern Limited,John Clarke And Sons South Dock,,"Part Of 12,14 And 16 Bridge Street",Ringsend,,Dublin 4,"John Clarke And Sons South Dock, Part Of 12,14 And 16 Bridge Street, Ringsend, Dublin 4",53.3416997,-6.2275797,"Bridge Street, 12 -14 R802, Dublin Southside, Dublin, Ireland"
S4470,Publican's Licence (7-Day Ordinary),Mulligans Of Sandymount Limited,Mulligans Of Sandymount,,86/90 Sandymount Road,,,Dublin 4,"Mulligans Of Sandymount, 86/90 Sandymount Road, Dublin 4",53.332912,-6.215955000000001,"86 Sandymount Rd, Dublin, Co. Dublin City, Ireland"
S0181,Publican's Licence (7-Day Ordinary),Hp Corrigan Limited,The 51,,51 Haddington Road,,,Dublin 4,"The 51, 51 Haddington Road, Dublin 4",53.33477329999999,-6.242700399999999,"51 Haddington Rd, Dublin 4, D04 FD83, Co. Dublin, Ireland"
S0172,Publican's Licence (7-Day Ordinary),Hp Corrigan Limited,The Waterloo,,36 Upper Baggot Street,,,Dublin 4,"The Waterloo, 36 Upper Baggot Street, Dublin 4",53.3333507,-6.2432825,"36 Baggot Street Upper, Dublin 4, Co. Dublin, D04 R6Y6, Ireland"
S0184,Publican's Licence (7-Day Ordinary),Leeson Lounge Limited,The Leeson Lounge,,147/148 Upper Leeson Street & Adjoining Premises,,,Dublin 4,"The Leeson Lounge, 147/148 Upper Leeson Street & Adjoining Premises, Dublin 4",53.3313455,-6.2518679,"148 Leeson Street Upper, Dublin, Ireland"
N0121,Publican's Licence (7-Day Ordinary),Eastland House Limited,Kyles,Gerard Kyle,Coolock,,,Dublin 5,"Kyles, Coolock, Dublin 5",53.3888658,-6.2010089,"Eastland House, Malahide Road, Dublin, Ireland"
N0845,Publican's Licence (7-Day Ordinary),James Madigan And Sons,Madigan's,Edmund Ryan,Kilbarrack Shopping Centre,Grange Pk Parade,Kilbarrack,Dublin 5,"Madigan's, Kilbarrack Shopping Centre, Grange Pk Parade, Kilbarrack, Dublin 5",53.3882916,-6.1672096,"Unit 7, Kilbarrack Shopping Centre, Swan's Nest Rd, Donaghmede, Dublin 5, Ireland"
N0594,Publican's Licence (7-Day Ordinary),The Cedar Lounge Limited,The Cedar Lounge,,76 And 78 St Assams Park,And Extentions,Raheny,Dublin 5,"The Cedar Lounge, 76 And 78 St Assams Park, And Extentions, Raheny, Dublin 5",53.3812142,-6.1649233,"30 St Assam’s Park, Raheny, Dublin 5, D05 X796, Ireland"
N1024,Publican's Licence (7-Day Ordinary),Cairn Homes Butterly Limited,The Artane House,,Butterly Business Park,3b Kilmore Road,Artane,Dublin 5,"The Artane House, Butterly Business Park, 3b Kilmore Road, Artane, Dublin 5",53.3855169,-6.214074699999999,"Unit 66, Butterly Business Park, Unit 67, Kilmore Rd, Beaumont, Dublin 5, Ireland"
N0139,Publican's Licence (7-Day Ordinary),Bunnskreen Limited,The Ramble Inn,,145/147 Killester Avenue,,,Dublin 5,"The Ramble Inn, 145/147 Killester Avenue, Dublin 5",53.37550719999999,-6.2094687,"145 Killester Ave, Clontarf, Dublin, Ireland"
N0609,Publican's Licence (7-Day Ordinary),Trinette Limited,The Ardlea Inn,,9 & 11 Maryfield Avenue,The Corner Of Ardlea Road,Artane,Dublin 5,"The Ardlea Inn, 9 & 11 Maryfield Avenue, The Corner Of Ardlea Road, Artane, Dublin 5",53.3866367,-6.2114543,"Maryfield Ave, Beaumont, Dublin, Ireland"
N0909,Publican's Licence (7-Day Ordinary),Killzale Limited,Liz Delaney's,,Units 59/61 Northside Shopping Centre,Coolock,,Dublin 5,"Liz Delaney's, Units 59/61 Northside Shopping Centre, Coolock, Dublin 5",53.3958802,-6.2138415,"Unit E, Oscar Traynor Rd, Kilmore, Dublin, Ireland"
N0177,Publican's Licence (7-Day Ordinary),Abbots Rest Properties Limited,Horse And Hound,,44 - 46 Brookwood Rise,Harmonstown,Artane,Dublin 5,"Horse And Hound, 44 - 46 Brookwood Rise, Harmonstown, Artane, Dublin 5",53.3783878,-6.1934245,"Brookwood Rise, Harmonstown, Dublin 5, Ireland"
N0176,Publican's Licence (7-Day Ordinary),Feeragh Limited,Watermill Lounge,,411 Howth Road,Raheny,,Dublin 5,"Watermill Lounge, 411 Howth Road, Raheny, Dublin 5",53.3798758,-6.1772427,"411 Howth Rd, Raheny, Dublin 5, D05 Y1E5, Ireland"
N0170,Publican's Licence (7-Day Ordinary),Gladeford Limited,The Inn,,Raheny,,,Dublin 5,"The Inn, Raheny, Dublin 5",53.3800342,-6.1743324,"7A Main St, Donaghmede, Raheny, Co. Dublin, D05 PH27, Ireland"
N0124,Publican's Licence (7-Day Ordinary),Wing Back Limited,The Roundabout,,2 Ardcollum Avenue,Artane,,Dublin 5,"The Roundabout, 2 Ardcollum Avenue, Artane, Dublin 5",53.3838547,-6.206873,"2 Ardcollum Ave, Beaumont, Dublin 5, D05 XW88, Ireland"
N1352,Publican's Licence (7-Day Ordinary),Eastside Taverns Limited,Foxhound Inn,,Greendale Road,Kilbarrack,,Dublin 5,"Foxhound Inn, Greendale Road, Kilbarrack, Dublin 5",53.3859978,-6.1555047,"5 Greendale Rd, Donaghmede, Dublin, Ireland"
N0171,Publican's Licence (7-Day Ordinary),Flashridge Limited,The Station House,,& Extn Attached,3-5 Station Road,Raheny,Dublin 5,"The Station House, & Extn Attached, 3-5 Station Road, Raheny, Dublin 5",53.380482,-6.174919999999999,"3-5 Station Rd, Donaghmede, Dublin 5, Co. Dublin, D05 T9K8, Ireland"
N0123,Publican's Licence (7-Day Ordinary),Beaumont House Limited,The Beaumont House,,1/3 Shantalla Road,Beaumont,,Dublin 5,"The Beaumont House, 1/3 Shantalla Road, Beaumont, Dublin 5",53.3858007,-6.2336434,"House, 1/3, 5 Shantalla Road, Beaumont, Dublin, Ireland"
N0120,Publican's Licence (7-Day Ordinary),Steadyside Limited,The Cock And Bull,,Coolock,,,Dublin 5,"The Cock And Bull, Coolock, Dublin 5",53.3892493,-6.2008736,"Coolock Village Centre, Main St, Kilmore, Dublin 5, D05 AE73, Ireland"
N0852,Publican's Licence (7-Day Ordinary),Grand Liqueur Limited,The Concorde Lounge,,Edenmore Avenue,Raheny,,Dublin 5,"The Concorde Lounge, Edenmore Avenue, Raheny, Dublin 5",53.388827,-6.180918699999999,"Edenmore Park, Edenmore, Dublin, Ireland"
S1527,Publican's Licence (7-Day Ordinary),Chanel Taverns Limited,Brady's Of Terenure,,5/7/9/9a And 11 Terenure Place,Ground Floor Only,,Dublin 6,"Brady's Of Terenure, 5/7/9/9a And 11 Terenure Place, Ground Floor Only, Dublin 6",53.30967159999999,-6.28454,"11 Terenure Pl, Terenure, Dublin 6W, Co. Dublin, D6W P266, Ireland"
S0241,Publican's Licence (7-Day Ordinary),Laurence Lounge Limited,Grace's,Michael Grace,2/5 Rathgar Road,Rathmines,,Dublin 6,"Grace's, 2/5 Rathgar Road, Rathmines, Dublin 6",53.3218299,-6.266355099999999,"2 Rathgar Rd, Dublin Southside, Rathmines, Co. Dublin, Ireland"
S0192,Publican's Licence (7-Day Ordinary),Humphreys Ranelagh Limited,Humphreys,,79/81 Ranelagh &,Garden At Rere Of Both Premises,,Dublin 6,"Humphreys, 79/81 Ranelagh &, Garden At Rere Of Both Premises, Dublin 6",53.3240817,-6.252326000000001,"79-81 Ranelagh, Dublin 6, Ireland"
S1760,Publican's Licence (7-Day Ordinary),Camrose Inns Limited,The Terenure Inn,,94/96 Terenure Road North,And Premises Attached And Adjoining,,Dublin 6,"The Terenure Inn, 94/96 Terenure Road North, And Premises Attached And Adjoining, Dublin 6",53.3113146,-6.2830311,"94 - 96 Terenure Rd N, Terenure, Dublin 6, Ireland"
S0191,Publican's Licence (7-Day Ordinary),Fpt Taverns Limited,Smyth's Of Ranelagh,,75/77 Ranelagh,,,Dublin 6,"Smyth's Of Ranelagh, 75/77 Ranelagh, Dublin 6",53.3241616,-6.2524114,"75-77 Ranelagh, Dublin 6, Ireland"
S0237,Publican's Licence (7-Day Ordinary),Zenith Cafe Limited,Copan,,304 Lower Rathmines Road,Rathmines,,Dublin 6,"Copan, 304 Lower Rathmines Road, Rathmines, Dublin 6",53.3218115,-6.2655983,"304 Rathmines Rd Lower, Rathmines, Dublin 6, Ireland"
S0247,Publican's Licence (7-Day Ordinary),Greyhound Taverns Limited,"Peggy Kellys/ Dsix Wine, Beer And Spirits",,159 161 & 163 Harold's Cross Road,(& Premises Att & Adj),,Dublin 6,"Peggy Kellys/ Dsix Wine, Beer And Spirits, 159 161 & 163 Harold's Cross Road, (& Premises Att & Adj), Dublin 6",53.3237063,-6.2785762,"161 Harold's Cross Rd, Harold's Cross, Dublin, Ireland"
S0238,Publican's Licence (7-Day Ordinary),Rossvale Taverns Limited,Rody Bolands,,12 And 14 Upper Rathmines Road,And 26b Church Gardens,Rathmines,Dublin 6,"Rody Bolands, 12 And 14 Upper Rathmines Road, And 26b Church Gardens, Rathmines, Dublin 6",53.32114199999999,-6.265385999999999,"12-14 Rathmines Rd Upper, Rathmines, Co. Dublin, Ireland"
S0240,Publican's Licence (7-Day Ordinary),Martin Slattery And Roderic Slattery,M B Slattery,,217/219 Lower Rathmines Road,,,Dublin 6,"M B Slattery, 217/219 Lower Rathmines Road, Dublin 6",53.32216460000001,-6.265913299999999,"217 Rathmines Road, Dublin 6, D06 E8N1, Ireland"
S1526,Publican's Licence (7-Day Ordinary),Canbe Limited,Rosie O'gradys,Brendan Garry,280/282 Harolds Cross Road,,,Dublin 6,"Rosie O'gradys, 280/282 Harolds Cross Road, Dublin 6",53.3203831,-6.2789739,"282 Harold's Cross Rd, Harold's Cross, Terenure, Dublin 6W, Co. Dublin, Ireland"
S0242,Publican's Licence (7-Day Ordinary),Pizza Eile Limited,The 108,,108 Rathgar Road,Rathgar,,Dublin 6,"The 108, 108 Rathgar Road, Rathgar, Dublin 6",53.3120691,-6.2745918,"108 Rathgar Rd, Dublin 6, D06 F6H9, Ireland"
S0239,Publican's Licence (7-Day Ordinary),Vincent Murphy Limited,Murphy's,,93/95 Upper Rathmines Road,,,Dublin 6,"Murphy's, 93/95 Upper Rathmines Road, Dublin 6",53.319051,-6.264647,"93-95 Rathmines Rd Upper, Dublin 6, Ireland"
S1479,Publican's Licence (7-Day Ordinary),Bincorey Limited,The Pines,Brendan Hughes,Perrystown Corner,Whitehall Road,Terenure,Dublin 6,"The Pines, Perrystown Corner, Whitehall Road, Terenure, Dublin 6",53.3077832,-6.3193921,"186 Whitehall Rd W, Perrystown, Dublin, Ireland"
S0193,Publican's Licence (7-Day Ordinary),Mia Taverns Limited,Birchalls,,127/129 Ranelagh,Ground Floor And Premises At Rere,,Dublin 6,"Birchalls, 127/129 Ranelagh, Ground Floor And Premises At Rere, Dublin 6",53.3233736,-6.2503527,"129 Ranelagh, Dublin 6, D06 W8X4, Ireland"
S0236,Publican's Licence (7-Day Ordinary),Rathmines Tavern Bt Limited,The Bowery,Tom Bohan,196 Lower Rathmines Road,,,Dublin 6,"The Bowery, 196 Lower Rathmines Road, Dublin 6",53.3242993,-6.2652101,"196 Rathmines Rd Lower, Dublin 6, Ireland"
S0186,Publican's Licence (7-Day Ordinary),Vergemount Bars Limited,Ashtons,,11 Vergemount ( & Adj Premises),Clonskeagh Road,Clonskeagh,Dublin 6,"Ashtons, 11 Vergemount ( & Adj Premises), Clonskeagh Road, Clonskeagh, Dublin 6",53.316089,-6.237508999999999,"11, Vergemount, Bóthar Chluain Sceach, Clonskeagh, Co. Dublin, Ireland"
S3504,Publican's Licence (7-Day Ordinary),Wellington Hospitality Limited,The Rathmines Hotel,,"121,123,125 Lower Rathmines Road",And Rear Of 28 And 30 Ardee Road,Rathmines,Dublin 6,"The Rathmines Hotel, 121,123,125 Lower Rathmines Road, And Rear Of 28 And 30 Ardee Road, Rathmines, Dublin 6",53.3258062,-6.2667174,"30 Ardee Rd, Dublin, Ireland"
S0248,Publican's Licence (7-Day Ordinary),Calderstone Investments Limited,Vaughan's Eagle House,,105/107 Terenure Road North,Rathfarnham,,Dublin 6,"Vaughan's Eagle House, 105/107 Terenure Road North, Rathfarnham, Dublin 6",53.31004429999999,-6.2832674,"105/107 Terenure Rd N, Dublin 6W, Co. Dublin, Ireland"
S0195,Publican's Licence (7-Day Ordinary),Clonskeagh Taverns Limited,Clonskeagh House,,Clonskeagh Road,Clonskeagh,,Dublin 6,"Clonskeagh House, Clonskeagh Road, Clonskeagh, Dublin 6",53.31412049999999,-6.2387375,"Clonskeagh House, Bóthar Chluain Sceach, Dublin 6, Ireland"
S1524,Publican's Licence (7-Day Ordinary),Beryan Inns Limited,Mcgowans Of Harold's Cross,,174/176 Harold's Cross Road,At The Corner Of Harolds Cross Road And Kimmage Road,,Dublin 6,"Mcgowans Of Harold's Cross, 174/176 Harold's Cross Road, At The Corner Of Harolds Cross Road And Kimmage Road, Dublin 6",53.3233214,-6.2802047,"174 Harold's Cross Rd, Harold's Cross, Terenure, Dublin, Ireland"
S0234,Publican's Licence (7-Day Ordinary),Hermitage Taverns Limited,The Mountpleasant Inn,John Michael Lyster,27/28 Mountpleasant Avenue,Rathmines,,Dublin 6,"The Mountpleasant Inn, 27/28 Mountpleasant Avenue, Rathmines, Dublin 6",53.3274912,-6.261651500000001,"27 Mountpleasant Ave Lower, Dublin 6, Ireland"
S0188,Publican's Licence (7-Day Ordinary),Ranelagh Brewing Company Limited,Mcsorleys Public House,,Sandford House,1/3/5 Sandford Road,Ranelagh,Dublin 6,"Mcsorleys Public House, Sandford House, 1/3/5 Sandford Road, Ranelagh, Dublin 6",53.3232446,-6.2500813,"5 Sandford Rd, Dublin 6, D06 K8K7, Ireland"
1004353,Publican's Licence (7-Day Ordinary),Hopcon Inns Limited,Mcgarrys,,236 And 238a Harold's Cross Road,,,Dublin 6,"Mcgarrys, 236 And 238a Harold's Cross Road, Dublin 6",53.3216555,-6.2795147,"236-, 238 Harold's Cross Rd, Harold's Cross, Dublin 6W, Co. Dublin, Ireland"
S1831,Publican's Licence (7-Day Ordinary),J And J Lounges Limited,Kcr House,,326 Lower Kimmage Road,,,Dublin 6,"Kcr House, 326 Lower Kimmage Road, Dublin 6",53.3141769,-6.296395,"326 Kimmage Rd Lower, Kimmage, Dublin 6W, Co. Dublin, D6W CF38, Ireland"
S2261,Publican's Licence (7-Day Ordinary),Arklow Inns Limited,The Spawell Golf And Leisure Centre,,The Spawell,Templeogue,,Dublin 6w,"The Spawell Golf And Leisure Centre, The Spawell, Templeogue, Dublin 6w",53.293851,-6.324342,"Wellington Ln, Templeogue, Dublin 6W, Co. Dublin, Ireland"
S1481,Publican's Licence (7-Day Ordinary),Patrick Kavanagh (wainsfort)limited,The Two Sisters,,2-6 Wainsfort Drive,,Terenure,Dublin 6w,"The Two Sisters, 2-6 Wainsfort Drive, Terenure, Dublin 6w",53.309269,-6.305369199999999,"Dublin Southside, Terenure, Dublin 6W, Co. Dublin, Ireland"
N0239,Publican's Licence (7-Day Ordinary),Dawn Taverns Limited,Mcgraths,,30/32 Fassaugh Avenue,,,Dublin 7,"Mcgraths, 30/32 Fassaugh Avenue, Dublin 7",53.3666851,-6.2920134,"30, 32 Faussagh Ave, Cabra West, Dublin, Ireland"
N0238,Publican's Licence (7-Day Ordinary),Hillmount Properties Limited,Cumiskeys,,463/465 Blackhorse Avenue,,,Dublin 7,"Cumiskeys, 463/465 Blackhorse Avenue, Dublin 7",53.3650763,-6.3190053,"11 Blackhorse Ave, Ashtown, Dublin 7, Ireland"
N0219,Publican's Licence (7-Day Ordinary),Malone Walsh Limited,Walshs Pub,,6/7 Stoneybatter,,,Dublin 7,"Walshs Pub, 6/7 Stoneybatter, Dublin 7",53.3503765,-6.281689200000001,"6 Stoneybatter, Arran Quay, Dublin 7, Ireland"
N0215,Publican's Licence (7-Day Ordinary),Kieran Finnerty,The Dice Bar,,79 Queen Street And,93/94 Benburb Street,,Dublin 7,"The Dice Bar, 79 Queen Street And, 93/94 Benburb Street, Dublin 7",53.34709119999999,-6.280309,"79 Queen St, Arran Quay, Dublin 7, D07 DW3R, Ireland"
N0063,Publican's Licence (7-Day Ordinary),Anne Cumiskey,Cumiskeys Lounge Bar,,41 Upper Dominick Street,,,Dublin 7,"Cumiskeys Lounge Bar, 41 Upper Dominick Street, Dublin 7",53.3543288,-6.272045899999999,"41 Dominick Street Upper, Phibsborough, Dublin 7, Co. Dublin, D07 X923, Ireland"
N0224,Publican's Licence (7-Day Ordinary),Runtur Limited,The Belfry,,No 37 Stoneybatter & No 1 Arbour Hill,Together With Premises Attached,And Adjoining Thereto,Dublin 7,"The Belfry, No 37 Stoneybatter & No 1 Arbour Hill, Together With Premises Attached, And Adjoining Thereto, Dublin 7",53.35040859999999,-6.2820078,"37, Stoneybatter, Dublin, D07 X029, Ireland"
N0211,Publican's Licence (7-Day Ordinary),Clarke's City Arms Limited,The City Arms,,55 Prussia Street,,,Dublin 7,"The City Arms, 55 Prussia Street, Dublin 7",53.3561469,-6.2879524,"55 Prussia St, Arran Quay, Dublin City, Co. Dublin, D07 PA66, Ireland"
N0198,Publican's Licence (7-Day Ordinary),Cobblestone Bar Limited,The Cobblestone,,77 North King Street,,,Dublin 7,"The Cobblestone, 77 North King Street, Dublin 7",53.3498053,-6.2778529,"77 King St N, Smithfield, Dublin, D07 TP22, Ireland"
N0061,Publican's Licence (7-Day Ordinary),Chancery Inns Limited,M. Hughes,Michael Hughes,19/20 Chancery Place,,,Dublin 7,"M. Hughes, 19/20 Chancery Place, Dublin 7",53.3469231,-6.2723323,"19 Chancery St, Smithfield, Dublin, Ireland"
N0589,Publican's Licence (7-Day Ordinary),Mcgrath Inns Limited,The Cabra House,,62 64 66 Fassaugh Avenue,Cabra,,Dublin 7,"The Cabra House, 62 64 66 Fassaugh Avenue, Cabra, Dublin 7",53.3673965,-6.2985614,"62-, 66 Faussagh Ave, Cabra West, Dublin 7, Ireland"
N2076,Publican's Licence (7-Day Ordinary),Agnes Brown Limited,The Capel Bar,,10 And 11 Little Britain Street,And 1 And Part Of 2 Green Street,,Dublin 7,"The Capel Bar, 10 And 11 Little Britain Street, And 1 And Part Of 2 Green Street, Dublin 7",53.3492458,-6.270469299999999,"1 Green St, Dublin Northside, Dublin 7, Ireland"
N0210,Publican's Licence (7-Day Ordinary),Otbp Limited,The Mill Public House,,199 Phibsboro Road,Phibsboro,,Dublin 7,"The Mill Public House, 199 Phibsboro Road, Phibsboro, Dublin 7",53.3585118,-6.273071799999999,"199 Phibsborough Rd, Phibsborough, Dublin 7, Ireland"
N0195,Publican's Licence (7-Day Ordinary),Coins Cafe Bar Limited,Coin And Button,,Ellis Quay And Ellis Street,,,Dublin 7,"Coin And Button, Ellis Quay And Ellis Street, Dublin 7",53.34710949999999,-6.2836943,"32 Ellis St, Arran Quay, Dublin, Co. Dublin, Ireland"
N0213,Publican's Licence (7-Day Ordinary),Sonny Guy Limited,Frank Ryan's And Son,,5 Queen Street,,,Dublin 7,"Frank Ryan's And Son, 5 Queen Street, Dublin 7",53.3469973,-6.2800461,"5 Queen St, Arran Quay, Dublin 7, Ireland"
N1090,Publican's Licence (7-Day Ordinary),Seamus Duignan,The Market Hacienda Bar,,15 Mary Street Little,,,Dublin 7,"The Market Hacienda Bar, 15 Mary Street Little, Dublin 7",53.3481865,-6.270230499999999,"44 Arran St E, Smithfield, Dublin 7, Ireland"
1006953,Publican's Licence (7-Day Ordinary),Refresh Hospitality Services Limited,Oscar's Cafe Bar,,Unit 6a (formerly Number 39),Block A Smithfield Plaza,Smithfield,Dublin 7,"Oscar's Cafe Bar, Unit 6a (formerly Number 39), Block A Smithfield Plaza, Smithfield, Dublin 7",53.348809,-6.278513999999999,"6 Smithfield Square, Arran Quay, Dublin 7, Ireland"
N0076,Publican's Licence (7-Day Ordinary),H.e.d Boyle And Son Limited,The Berkley,,1 Mountjoy Street And 20/21 Wellington Street,,,Dublin 7,"The Berkley, 1 Mountjoy Street And 20/21 Wellington Street, Dublin 7",53.356147,-6.267873499999999,"1 Mountjoy St, Inns Quay, Dublin, Co. Dublin, D07 VY67, Ireland"
N0209,Publican's Licence (7-Day Ordinary),James Clarke And Company Limited,Phibsborough House,,36 Phibsboro Road,,,Dublin 7,"Phibsborough House, 36 Phibsboro Road, Dublin 7",53.359796,-6.272818300000001,"House, 36, 7 Phibsborough Rd, Arran Quay, Dublin, Ireland"
N0223,Publican's Licence (7-Day Ordinary),Nilbud Inns (dublin) Limited,Tommy O'gara's,Thomas O'gara,19 Stoneybatter,,,Dublin 7,"Tommy O'gara's, 19 Stoneybatter, Dublin 7",53.351056,-6.2824326,"19 Stoneybatter, Arran Quay, Dublin 7, Ireland"
1011186,Publican's Licence (7-Day Ordinary),Springlawn Limited,Hynes Bar,,79/80 Prussia Street,,,Dublin 7,"Hynes Bar, 79/80 Prussia Street, Dublin 7",53.3542431,-6.2867177,"79, 80 Prussia St, Stoneybatter, Dublin 7, D07 FH51, Ireland"
1013026,Publican's Licence (7-Day Ordinary),D And M Premier Bars Limited,Paddy Murphy's Bar,,32 Dominick Street Upper,Phibsborough,,Dublin 7,"Paddy Murphy's Bar, 32 Dominick Street Upper, Phibsborough, Dublin 7",53.3542718,-6.2712582,"32 Dominick Street Upper, Phibsborough, Dublin 7, D07 E920 Dominick Street Upper, Phibsborough, Dublin 7, D07 E920, Ireland"
